# Use the Source file to translate labels for the first time.
# - Change the language code in the header from the organization's default language to the translation language. See "Supported Languages for Translatable Customizations" in the Salesforce.com online help for a list of supported languages and their associated language codes.
# - Replace the untranslated values in the LABEL column with translated values.

# Notes:
# Don't add columns to or remove columns from this file.
# Tabs (\t), new lines (\n) and carriage returns (\r) are represented by special characters in this file. These characters should be preserved in the import file to maintain formatting.
# Lines that begin with the # symbol are ignored during import.
# Salesforce translation files are exported in the UTF-8 encoding to support extended and double-byte characters. This encoding cannot be changed.

# Language: English
Language code: en_US
Type: Source

# KEY	LABEL

CustomField.Contract_vod__c.Contract_Lines_w_Rate_Count_HCPTS.HelpText	Count of Contract Lines with Rate Information
CustomField.Contract_vod__c.Country_HCPTS.FieldLabel	Country
CustomField.Contract_vod__c.Country_HCPTS.RelatedListLabel	Contracts
CustomField.Contract_vod__c.Created_By_HCTPS.FieldLabel	Created By
CustomField.Contract_vod__c.Currency_HCPTS.FieldLabel	Currency
CustomField.Contract_vod__c.Default_vod.FieldLabel	Default
CustomField.Contract_vod__c.Description_vod.FieldLabel	Description
CustomField.Contract_vod__c.Device_Type_vod.FieldLabel	Device Type
CustomField.Contract_vod__c.Disclaimer_vod.FieldLabel	Disclaimer
CustomField.Contract_vod__c.Employer_Email_HCPTS.FieldLabel	Employer Email
CustomField.Contract_vod__c.Employer_Email_HCPTS.HelpText	Employer Email
CustomField.Contract_vod__c.Employer_Name_HCPTS.FieldLabel	Employer Name
CustomField.Contract_vod__c.Employer_Name_HCPTS.HelpText	Name of Employer hand typed by the user
CustomField.Contract_vod__c.Employer_Signatory_Name_HCPTS.FieldLabel	Employer Signatory Name
CustomField.Contract_vod__c.Employer_Signatory_Name_HCPTS.HelpText	Employer signatory
CustomField.Contract_vod__c.Employer_Signatory_Title_HCPTS.FieldLabel	Employer Signatory Title
CustomField.Contract_vod__c.Employer_Signatory_Title_HCPTS.HelpText	Signatory Title
CustomField.Contract_vod__c.End_Date_vod.FieldLabel	End Date
CustomField.Contract_vod__c.Expired_vod.FieldLabel	Expired?
CustomField.Contract_vod__c.External_ID_vod.FieldLabel	External ID
CustomField.Contract_vod__c.Framework_Agreement_ID_HCPTS.FieldLabel	Framework Agreement ID
CustomField.Contract_vod__c.Hide_Employer_Sign_Table_HCPTS.FieldLabel	Hide Employer Sign Table in Contract?
CustomField.Contract_vod__c.Hide_Employer_Sign_Table_HCPTS.HelpText	If checked, Employer Signature table is shown in the Contract
CustomField.Contract_vod__c.Include_Service_Footnotes_HCPTS.FieldLabel	Include Service Footnotes
CustomField.Contract_vod__c.Include_Service_Footnotes_HCPTS.HelpText	If checked, footnotes defined in the template will get added to the Services table. For eg: Payment will be made after the delivery of the presentation scheduled following the training
CustomField.Contract_vod__c.Information_Collection_Form_HCPTS.FieldLabel	Information Collection Form
CustomField.Contract_vod__c.Information_Collection_Form_HCPTS.RelatedListLabel	Contracts
CustomField.Contract_vod__c.Inventory_Monitoring_Type_vod.FieldLabel	Inventory Monitoring Type
CustomField.Contract_vod__c.Is_Non_standard_HCPTS.FieldLabel	Is Non-standard?
CustomField.Contract_vod__c.Is_Non_standard_HCPTS.HelpText	Check this box if this is non-standard negotiated contract. All non-standard negotiated contract templates must be approved externally and indicated as such before being able to be sent to the HCP/Payee
CustomField.Contract_vod__c.Is_Template_HCPTS.FieldLabel	Is Template
CustomField.Contract_vod__c.Is_Template_HCPTS.HelpText	Base template used by Setup Contracts/ICF button - Contract descriptions & Fee/Reimbursables are copied over..template recordtype, contract type and subtype must match the actual runtime contract
CustomField.Contract_vod__c.Last_Batch_Datetime_vod.FieldLabel	Last Batch Datetime
CustomField.Contract_vod__c.Last_Modified_By_HCPTS.FieldLabel	Last Modified By
CustomField.Contract_vod__c.Location_Date_Content_HCPTS.FieldLabel	Location/Date Content
CustomField.Contract_vod__c.Lock_vod.FieldLabel	Lock
CustomField.Contract_vod__c.Maximum_Events_HCPTS.FieldLabel	Maximum # of Activities
CustomField.Contract_vod__c.Maximum_Events_HCPTS.HelpText	Delivery of[maximum of #] informational presentation to third parties on behalf of BMS – line will be added if this value is greater than 1
CustomField.Contract_vod__c.Mobile_Created_Datetime_vod.FieldLabel	Mobile Created Datetime
CustomField.Contract_vod__c.Mobile_ID_vod.FieldLabel	Mobile ID
CustomField.Contract_vod__c.Mobile_Last_Modified_Datetime_vod.FieldLabel	Mobile Last Modified Datetime
CustomField.Contract_vod__c.No_Fees_are_to_be_Paid_HCPTS.FieldLabel	No Fees are to be Paid
CustomField.Contract_vod__c.No_Fees_are_to_be_Paid_HCPTS.HelpText	Check this box if you are not paying any fees
CustomField.Contract_vod__c.Non_standard_Contract_Comments.FieldLabel	Non-standard Contract Comments
CustomField.Contract_vod__c.Non_standard_Contract_Comments.HelpText	Any comments applicable to this Nonstandard contracts. For eg: Negotiation reason, details, rates as applicable
CustomField.Contract_vod__c.Non_standard_Contract_Template_HCPTS.FieldLabel	Pre-approved Template
CustomField.Contract_vod__c.Non_standard_Contract_Template_HCPTS.HelpText	Non Standard Contract template that was pre-approved. For eg: Institutional Contracts
CustomField.Contract_vod__c.Non_standard_Contract_Template_HCPTS.RelatedListLabel	Contracts
CustomField.Contract_vod__c.Non_std_Contract_Approver_HCPTS.FieldLabel	Non-standard Contract Approver Name
CustomField.Contract_vod__c.Non_std_Contract_Approver_HCPTS.HelpText	Name of the person/authority that approved the use of Non-standard Contract Template
CustomField.Contract_vod__c.Originating_Activity.FieldLabel	EM Activity
CustomField.Contract_vod__c.Originating_Activity.RelatedListLabel	Contracts
CustomField.Contract_vod__c.Override_Lock_vod.FieldLabel	Override Lock
CustomField.Contract_vod__c.Product_Bound_vod.FieldLabel	Product Bound
CustomField.Contract_vod__c.Related_Framework_Agreement_HCPTS.FieldLabel	Related Framework Agreement (Services)
CustomField.Contract_vod__c.Related_Framework_Agreement_HCPTS.HelpText	For Contract/Service type of Services, an Activity agreement always maps back to a Framework agreement
CustomField.Contract_vod__c.Related_Framework_Agreement_HCPTS.RelatedListLabel	Activity Agreements
CustomField.Contract_vod__c.Service_HCPTS.FieldLabel	Select a Contract Description
CustomField.Contract_vod__c.Service_HCPTS.HelpText	Lookup Contract Descriptions that match in Contract Type and Contract Subtype. The Service you lookup will be added as a Contract Line item once you click Save.
CustomField.Contract_vod__c.Service_HCPTS.RelatedListLabel	Contracts
CustomField.Contract_vod__c.Service_Provider_Hourly_Rate_HCPTS.FieldLabel	Service Provider Hourly Rate
CustomField.Contract_vod__c.Service_Subtype_HCPTS.FieldLabel	Contract Subtype
CustomField.Contract_vod__c.Service_Subtype_HCPTS.HelpText	Service subtype
CustomField.Contract_vod__c.Service_Type_HCPTS.FieldLabel	Contract Type
CustomField.Contract_vod__c.Service_Type_HCPTS.HelpText	Helps categorize a Contract per BMS Service Type
CustomField.Contract_vod__c.Speaker_Country_Text_HCPTS.FieldLabel	Service Provider Country
CustomField.Contract_vod__c.Speaker_Country_Text_HCPTS.HelpText	Text Country name matching the Speaker country. Country name must match Service Provider Country name for a template to be autoselected for metadata creation
CustomField.Contract_vod__c.Speaker_HCPTS.FieldLabel	Service Provider
CustomField.Contract_vod__c.Speaker_HCPTS.RelatedListLabel	Contracts
CustomField.Contract_vod__c.Sponsorship_Category_HCPTS.FieldLabel	Sponsorship Category (if applicable)
CustomField.Contract_vod__c.Sponsorship_Category_HCPTS.HelpText	Describes the category of Sponsorship if applicable
CustomField.Contract_vod__c.Start_Date_vod.FieldLabel	Start Date
CustomField.Contract_vod__c.Status_vod.FieldLabel	Status
CustomField.Contract_vod__c.Tax_Treatment_HCPTS.FieldLabel	Tax Treatment
CustomField.Contract_vod__c.Tax_Treatment_HCPTS.HelpText	Tax Treatment in accordance with Section 2 of the Global Terms and conditions.
CustomField.Contract_vod__c.Template_Name_vod.FieldLabel	Template Name
CustomField.Contract_vod__c.Template_vod.FieldLabel	Template
CustomField.Contract_vod__c.Total_Fees_HCPTS.FieldLabel	zTotal Fees
CustomField.Contract_vod__c.Total_Fees_HCPTS.HelpText	Sum of total fees
CustomField.Contract_vod__c.Total_Reimbursables_HCPTS.FieldLabel	Total Reimbursables
CustomField.Contract_vod__c.Total_Reimbursables_HCPTS.HelpText	Rollup sum of all Fee reimbursables where  category = 'Reimbursable'
CustomField.Contract_vod__c.Total_Value.FieldLabel	Total Contract Value
CustomField.Contract_vod__c.Vendor_HCPTS.FieldLabel	Payee
CustomField.Contract_vod__c.Vendor_HCPTS.RelatedListLabel	Contracts
CustomField.Contract_vod__c.Wholesaler_vod.FieldLabel	Wholesaler
CustomField.Contract_vod__c.Wholesaler_vod.RelatedListLabel	Contracts
CustomField.DCR_Field_Type_vod__c.Country_vod.FieldLabel	Country
CustomField.DCR_Field_Type_vod__c.External_ID_vod.FieldLabel	External ID
CustomField.DCR_Field_Type_vod__c.Field_API_Name_vod.FieldLabel	Field API Name
CustomField.DCR_Field_Type_vod__c.Field_Type_vod.FieldLabel	Field Type
CustomField.DCR_Field_Type_vod__c.Object_API_Name_vod.FieldLabel	Object API Name
CustomField.DCR_Field_Type_vod__c.Profile_ID_vod.FieldLabel	Profile
CustomField.DCR_Field_Type_vod__c.Profile_Name_vod.FieldLabel	Profile Name
CustomField.DCR_Field_Type_vod__c.Record_Type_vod.FieldLabel	Record Type
CustomField.DCR_Field_Type_vod__c.Unique_Key_vod.FieldLabel	Unique Key
CustomField.Data_Change_Request_Line_vod__c.Country_Mapping_BMS_SHARED.FieldLabel	Country Mapping
CustomField.Data_Change_Request_Line_vod__c.Created_Date_BMS_EMEA.FieldLabel	Created Date
CustomField.Data_Change_Request_Line_vod__c.Data_Change_Request_vod.FieldLabel	Data Change Request
CustomField.Data_Change_Request_Line_vod__c.Data_Change_Request_vod.RelatedListLabel	Data Change Request Lines
CustomField.Data_Change_Request_Line_vod__c.Error_vod.FieldLabel	Error
CustomField.Data_Change_Request_Line_vod__c.External_Field_API_Name_vod.FieldLabel	External Field API Name
CustomField.Data_Change_Request_Line_vod__c.Field_API_Name_vod.FieldLabel	Field API Name
CustomField.Data_Change_Request_Line_vod__c.Field_Name_vod.FieldLabel	Field Name
CustomField.Data_Change_Request_Line_vod__c.Final_Localized_Value_vod.FieldLabel	Final Value (Localized)
CustomField.Data_Change_Request_Line_vod__c.Final_Value_vod.FieldLabel	Final Value
CustomField.Data_Change_Request_Line_vod__c.Mobile_Created_Datetime_vod.FieldLabel	Mobile Created Datetime
CustomField.Data_Change_Request_Line_vod__c.Mobile_ID_vod.FieldLabel	Mobile ID
CustomField.Data_Change_Request_Line_vod__c.Mobile_Last_Modified_Datetime_vod.FieldLabel	Mobile Last Modified Datetime
CustomField.Data_Change_Request_Line_vod__c.New_Localized_Value_vod.FieldLabel	New Value (Localized)
CustomField.Data_Change_Request_Line_vod__c.New_Value_vod.FieldLabel	New Value
CustomField.Data_Change_Request_Line_vod__c.Old_Localized_Value_vod.FieldLabel	Old Value (Localized)
CustomField.Data_Change_Request_Line_vod__c.Old_Value_vod.FieldLabel	Old Value
CustomField.Data_Change_Request_Line_vod__c.Resolution_Note_vod.FieldLabel	Resolution Note
CustomField.Data_Change_Request_Line_vod__c.Result_vod.FieldLabel	Result
CustomField.Data_Change_Request_vod__c.Account_External_ID_vod.FieldLabel	Account External ID
CustomField.Data_Change_Request_vod__c.Account_vod.FieldLabel	Account
CustomField.Data_Change_Request_vod__c.Account_vod.RelatedListLabel	Data Change Requests
CustomField.Data_Change_Request_vod__c.Address_External_ID_vod.FieldLabel	Address External ID
CustomField.Data_Change_Request_vod__c.Address_vod.FieldLabel	Address
CustomField.Data_Change_Request_vod__c.Address_vod.RelatedListLabel	Data Change Requests
CustomField.Data_Change_Request_vod__c.Child_Account_External_ID_vod.FieldLabel	Child Account External ID
CustomField.Data_Change_Request_vod__c.Child_Account_vod.FieldLabel	Child Account
CustomField.Data_Change_Request_vod__c.Child_Account_vod.RelatedListLabel	Data Change Requests
CustomField.Data_Change_Request_vod__c.Country_Mapping_vod.FieldLabel	Country Mapping
CustomField.Data_Change_Request_vod__c.Created_Date_BMS_EMEA.FieldLabel	Created Date
CustomField.Data_Change_Request_vod__c.DCR_External_ID_vod.FieldLabel	DCR External ID
CustomField.Data_Change_Request_vod__c.DCR_Record_Type_BMS_EMEA.FieldLabel	DCR Record Type
CustomField.Data_Change_Request_vod__c.DCR_URL_BMS_EMEA.FieldLabel	DCR URL
CustomField.Data_Change_Request_vod__c.Date_Time_vod.FieldLabel	Date Time
CustomField.Data_Change_Request_vod__c.Error_vod.FieldLabel	Error
CustomField.Data_Change_Request_vod__c.External_Status_vod.FieldLabel	External Status
CustomField.Data_Change_Request_vod__c.Mobile_Created_Datetime_vod.FieldLabel	Mobile Created Datetime
CustomField.Data_Change_Request_vod__c.Mobile_ID_vod.FieldLabel	Mobile ID
CustomField.Data_Change_Request_vod__c.Mobile_Last_Modified_Datetime_vod.FieldLabel	Mobile Last Modified Datetime
CustomField.Data_Change_Request_vod__c.Network_Customer_Master_Mode_vod.FieldLabel	Network Customer Master Mode
CustomField.Data_Change_Request_vod__c.Notes_vod.FieldLabel	Notes
CustomField.Data_Change_Request_vod__c.Parent_Data_Change_Request_vod.FieldLabel	Parent Data Change Request
CustomField.Data_Change_Request_vod__c.Parent_Data_Change_Request_vod.RelatedListLabel	Related Change Requests (Child DCRs)
CustomField.Data_Change_Request_vod__c.Resolution_Note_vod.FieldLabel	Resolution Note
CustomField.Data_Change_Request_vod__c.Response_Datetime_vod.FieldLabel	Response Datetime
CustomField.Data_Change_Request_vod__c.Result_vod.FieldLabel	Result
CustomField.Data_Change_Request_vod__c.Sent_Datetime_vod.FieldLabel	Sent Datetime
CustomField.Data_Change_Request_vod__c.Status_vod.FieldLabel	Status
CustomField.Data_Change_Request_vod__c.Type_vod.FieldLabel	Type
CustomField.Data_Change_Request_vod__c.User_Language_BMS_EMEA.FieldLabel	User Language
CustomField.Network_Field_Mapping_vod__c.CRM_Field_API_Name_vod.FieldLabel	CRM Field API Name
CustomField.Network_Field_Mapping_vod__c.External_ID_vod.FieldLabel	External ID
CustomField.Network_Field_Mapping_vod__c.Lookup_ID_API_Name_vod.FieldLabel	Lookup ID API Name
CustomField.Network_Field_Mapping_vod__c.Max_Field_Group_Values_vod.FieldLabel	Maximum FieldGroup Values
CustomField.Network_Field_Mapping_vod__c.Network_Field_API_Name_vod.FieldLabel	Network Field API Name
CustomField.Network_Field_Mapping_vod__c.Network_Object_Mapping_vod.FieldLabel	Network Object Mapping
CustomField.Network_Field_Mapping_vod__c.Network_Object_Mapping_vod.RelatedListLabel	Network Field Mappings
CustomField.Network_Field_Mapping_vod__c.Object_Mapping_Reference_vod.FieldLabel	Object Mapping Reference
CustomField.Network_Field_Mapping_vod__c.Object_Mapping_Reference_vod.RelatedListLabel	Parent Field Mapping References
CustomField.Network_Field_Mapping_vod__c.Unique_Key_vod.FieldLabel	Unique Key
CustomField.Network_Field_Mapping_vod__c.Validation_Notes_vod.FieldLabel	Validation Notes
CustomField.Network_Field_Mapping_vod__c.Validation_Status_vod.FieldLabel	Validation Status
CustomField.Network_Field_Mapping_vod__c.Validation_Status_vod.HelpText	Mapping validation status
CustomField.Network_Mapping_vod__c.Active_vod.FieldLabel	Active
CustomField.Network_Mapping_vod__c.Country_vod.FieldLabel	Country
CustomField.Network_Mapping_vod__c.Description_vod.FieldLabel	Description
CustomField.Network_Mapping_vod__c.External_ID_vod.FieldLabel	External ID
CustomField.Network_Mapping_vod__c.Last_Used_Datetime_vod.FieldLabel	Last Used Datetime
CustomField.Network_Mapping_vod__c.Unique_Key_vod.FieldLabel	Unique Key
CustomField.Network_Mapping_vod__c.Validation_Notes_vod.FieldLabel	Validation Notes
CustomField.Network_Mapping_vod__c.Validation_Status_vod.FieldLabel	Validation Status
CustomField.Network_Mapping_vod__c.Validation_Status_vod.HelpText	Mapping validation status
CustomField.Network_Object_Mapping_vod__c.CRM_Object_API_Name_vod.FieldLabel	CRM Object API Name
CustomField.Network_Object_Mapping_vod__c.External_ID_API_Name_vod.FieldLabel	External ID API Name
CustomField.Network_Object_Mapping_vod__c.External_ID_vod.FieldLabel	External ID
CustomField.Network_Object_Mapping_vod__c.Network_Mapping_vod.FieldLabel	Network Mapping
CustomField.Network_Object_Mapping_vod__c.Network_Mapping_vod.RelatedListLabel	Network Object Mappings
CustomField.Network_Object_Mapping_vod__c.Network_Object_API_Name_vod.FieldLabel	Network Object API Name
CustomField.Network_Object_Mapping_vod__c.Person_Account_vod.FieldLabel	Person Account
CustomField.Network_Object_Mapping_vod__c.Unique_Key_vod.FieldLabel	Unique Key
CustomField.Network_Object_Mapping_vod__c.Validation_Notes_vod.FieldLabel	Validation Notes
CustomField.Network_Object_Mapping_vod__c.Validation_Status_vod.FieldLabel	Validation Status
CustomField.Network_Object_Mapping_vod__c.Validation_Status_vod.HelpText	Mapping validation status
CustomField.Network_Reference_Mapping_vod__c.CRM_Lookup_ID_vod.FieldLabel	CRM Lookup ID
CustomField.Network_Reference_Mapping_vod__c.CRM_Picklist_Value_vod.FieldLabel	CRM Picklist Value
CustomField.Network_Reference_Mapping_vod__c.CRM_Record_Type_Name_vod.FieldLabel	CRM Record Type Name
CustomField.Network_Reference_Mapping_vod__c.Direction_vod.FieldLabel	Direction
CustomField.Network_Reference_Mapping_vod__c.External_ID_vod.FieldLabel	External ID
CustomField.Network_Reference_Mapping_vod__c.Network_Field_Mapping_vod.FieldLabel	Network Field Mapping
CustomField.Network_Reference_Mapping_vod__c.Network_Field_Mapping_vod.RelatedListLabel	Reference Mappings
CustomField.Network_Reference_Mapping_vod__c.Network_Reference_Code_vod.FieldLabel	Network Reference Code
CustomField.Network_Reference_Mapping_vod__c.Unique_Key_vod.FieldLabel	Unique Key
CustomField.Network_Reference_Mapping_vod__c.Validation_Notes_vod.FieldLabel	Validation Notes
CustomField.Network_Reference_Mapping_vod__c.Validation_Status_vod.FieldLabel	Validation Status
CustomField.Network_Reference_Mapping_vod__c.Validation_Status_vod.HelpText	Mapping validation status
CustomField.BMS_EMEA_Settings__c.Call_DateTime_RTs.FieldLabel	Call_DateTime_RTs
CustomField.BMS_EMEA_Settings__c.Call_DateTime_RTs.HelpText	Add the DeveloperNames of the call recordtypes to be processed by the trigger.
CustomField.BMS_EMEA_Settings__c.Cycle_Plan_Interaction_Channels.FieldLabel	Cycle_Plan_Interaction_Channels
CustomField.BMS_EMEA_Settings__c.Cycle_Plan_Interaction_Channels.HelpText	Add the picklist values to be INCLUDED, separated by commas.
CustomField.BMS_EMEA_Settings__c.External_ID_BMS_EMEA.FieldLabel	External ID
CustomField.BMS_EMEA_Settings__c.H2O_Meeting_Attendee_Report_ID.FieldLabel	H2O_Meeting_Attendee_Report_ID
CustomField.BMS_EMEA_Settings__c.MeetingPlan_RT_Face2Face.FieldLabel	MeetingPlan_RT_Face2Face
CustomField.BMS_EMEA_Settings__c.MeetingPlan_RT_Remote.FieldLabel	MeetingPlan_RT_Remote
CustomField.BMS_EMEA_Settings__c.Meeting_Attendee_Report_ID.FieldLabel	Meeting_Attendee_Report_ID
CustomField.BMS_EMEA_Settings__c.Meeting_Contract_Meeting_ID_Field.FieldLabel	Meeting_Contract_Meeting_ID_Field
CustomField.BMS_EMEA_Settings__c.Meeting_Contract_Meeting_ID_Field.HelpText	ID of the Meeting_Contract_BMS_EMEA__c.Meeting_BMS_EMEA__c field. Used in custom buttons.
CustomField.BMS_EMEA_Settings__c.Meeting_Contract_Planning_RTID.FieldLabel	Meeting_Contract_Planning_RTID
CustomField.BMS_EMEA_Settings__c.Meeting_Contract_Planning_RTID.HelpText	Meeting_Contract_BMS_EMEA__c  object: ID of of the record type BMS_EMEA_Meeting_Contract. Used in a custom button.
CustomField.BMS_EMEA_Settings__c.Meeting_Contract_Planning_RTName.FieldLabel	Meeting_Contract_Planning_RTName
CustomField.BMS_EMEA_Settings__c.Meeting_Contract_PostExecPTA_RTName.FieldLabel	Meeting_Contract_PostExecPTA_RTName
CustomField.BMS_EMEA_Settings__c.Meeting_Contract_PostExec_RTID.FieldLabel	Meeting_Contract_PostExec_RTID
CustomField.BMS_EMEA_Settings__c.Meeting_Contract_PostExec_RTID.HelpText	Meeting_Contract_BMS_EMEA__c object: ID of of the record type BMS_EMEA_Meeting_Contract_PostExec. Used in a custom button.
CustomField.BMS_EMEA_Settings__c.Meeting_Contract_PostExec_RTName.FieldLabel	Meeting_Contract_PostExec_RTName
CustomField.BMS_EMEA_Settings__c.Meeting_Material_Meeting_ID_Field.FieldLabel	Meeting_Material_Meeting_ID_Field
CustomField.BMS_EMEA_Settings__c.Meeting_Material_Meeting_ID_Field.HelpText	ID of the Meeting_Material_BMS_EMEA__c.Meeting_BMS_EMEA__c field. Used in custom buttons.
CustomField.BMS_EMEA_Settings__c.Meeting_Material_Planning_RTID.FieldLabel	Meeting_Material_Planning_RTID
