UTF-8
BUKRS,KOSTL,KTEXT,PurchasingUnit
"0581","6009235","SF Tunisie Med Reps",""
"0581","6009236","SF Maroc Med Reps",""
"0054","6009238","Field Operations-IRE",""
"0020","6009239","Field Operations-US",""
"0581","6009240","Field Operations-FR",""
"0131","6009242","Field Operations-UK",""
"0052","6009243","Training-NORD",""
"0035","6009245","Training-CAN",""
"0042","6009246","Training-AUS",""
"0044","6009247","Training-GER",""
"0053","6009248","Training-BEL",""
"0059","6009250","Training-NED",""
"0062","6009251","Training-ITL",""
"0122","6009252","Training-BRZ",""
"0141","6009253","Training-SPA",""
"0020","6009255","Training-US",""
"0581","6009256","Training-FR",""
"0131","6009258","Training-UK",""
"0150","6009259","MA Field Force",""
"0434","6009260","I-O Sales Force",""
"0083","6009263","Yervoy Sales Force",""
"0020","6009264","WW Train Dsgn&Dev-UK",""
"5085","6009265","Sales Admin Levant",""
"0035","6009266","Field Operations-CAN",""
"0401","6009267","SF-I/O",""
"0053","6009268","SF IO",""
"0670","6009269","Sales Force-I/O",""
"0434","6009270","HKIO",""
"0434","6009271","THIO",""
"0434","6009272","CFIO",""
"0434","6009273","KSIO",""
"0434","6009274","STIO",""
"0434","6009275","TKIO-1",""
"0434","6009276","KGIO",""
"0434","6009277","TKIO-2",""
"0434","6009278","TOIO-1",""
"0434","6009279","TOIO-2",""
"0434","6009280","KHIO",""
"0434","6009281","KIIO-1",""
"0434","6009282","KIIO-2",""
"0434","6009283","CGIO",""
"0434","6009284","OSIO",""
"0434","6009285","KYIO-1",""
"0434","6009286","KYIO-2",""
"0434","6009287","IO-sales-RSD",""
"5085","6009288","SALES FORCE-LEVANT/E",""
"0074","6009289","Training-SWITZ",""
"0020","6009290","US Cust Connect Ctr",""
"0131","6009291","WW Train Dsgn&Dev-UK",""
"0020","6009292","Samples",""
"0020","6009293","Sales Supp Admin",""
"0020","6009294","Promo Program Mgmt",""
"0020","6009295","USP Sales&Acc Lrnng",""
"0020","6009296","Tech Learning Solut",""
"0549","7000020","Other marketing",""
"0150","7000030","Business Effectivene",""
"0150","7000031","Market Access",""
"0150","7000032","Product Management",""
"0150","7000033","Prod.Mngmnt Virology",""
"0020","7000294","OTH MKT:ARGENTINA",""
"0020","7000296","OTH MKT:CANADA",""
"0020","7000297","OTH MKTG/U.K.",""
"0020","7000299","OTH MKT:MEXICO",""
"0020","7000301","OTH MKTG/FRANCE DIRE",""
"0020","7000363","OTH MKTG/AUSTRIA",""
"0020","7000371","OTH MKTG/SWITZERLAND",""
"0020","7000372","OTH MKT:DENMARK",""
"0020","7000385","OTH MKTG/JAPAN (FWH",""
"0020","7000386","OTH MKTG/SWEDEN",""
"0020","7000387","OTH MKTG/BELGIUM",""
"0020","7000388","OTH MKT:IRELAND",""
"0020","7000389","OTH MKTG/SPAIN DIREC",""
"0020","7000397","OTH MKTG/PORTUGAL DI",""
"0020","7000402","OTH MKTG/GREECE",""
"0020","7000494","OTH MKG:CHINA ONC",""
"0034","7000706","CONGRESS & EVENTS",""
"0044","7000927","MKT Oncology",""
"0054","7001152","Mktg Pharm",""
"0044","7001466","MKT Virology",""
"0044","7001473","BU Head CV/MET",""
"0044","7001476","Market Research Ger.",""
"0044","7001477","Public Affairs /PR",""
"0044","7001478","Convention&Meeting S",""
"0044","7001480","Market Access",""
"0098","7001485","BUD KGD",""
"0062","7001660","Business Unit Direct",""
"0062","7001664","GOVERNMENT AFFAIRS",""
"0062","7001667","ONCOLOGY DIVISION",""
"0062","7001668","Marketing Ematologia",""
"0062","7001672","PM CVMET&Athero",""
"0062","7001676","PROFESSL RELATIONS",""
"0062","7001684","MARKET ACCESS",""
"0020","7001922","U.K. ONCOLOGY",""
"0115","7002267","UPSA - Marketing FR",""
"0115","7002281","UKRAINE OTHER MKG",""
"0115","7002299","Other Marketing-Ex",""
"0115","7002331","OTHER Mkg HQ UFGA",""
"0115","7002332","OTHER Mkg Italie FG",""
"0115","7002333","OTHER Mkg HQ UFGL",""
"0115","7002343","ETUDES PHARMA",""
"0115","7002349","Oth Mkg Grece FHA",""
"0020","7002791","USPG IM ALLOC (PC LE",""
"0062","7002803","VIROLOGY B.U.",""
"0141","7002820","Market Research",""
"0141","7002825","Biomarkers IO",""
"0141","7002826","DPTO.COMUNICACION",""
"0059","7002874","Oth Mark Market Acce",""
"0059","7002880","Oth Mark Prod Manage",""
"0059","7002881","Oth Marketin Eliquis",""
"0059","7002882","Oth Mark Orencia",""
"0059","7002883","Oth Mark Sprycel",""
"0053","7002909","OM BU",""
"0053","7002919","OM Market Access",""
"0044","7002979","Marketing CV/MET",""
"0115","7003093","DOCUMENTATION",""
"0141","7003107","MKT Virology",""
"0141","7003110","Compliance-Blue Fol",""
"0141","7003112","Meeting & Congresses",""
"0141","7003113","MKT IO",""
"0141","7003114","MKT Hematology",""
"0034","7003250","Communications",""
"0020","7003303","Sr. VP Virology",""
"0020","7003306","PRODUCT MGMT.-IMMUNO",""
"0062","7003309","Public Affairs",""
"0115","7003311","COMM-STRUCTURE",""
"0115","7003314","EVENEMENTIEL",""
"0115","7003325","COMM-PROJETS",""
"0115","7003332","MA-DIR MA DAMAL HEOR",""
"0044","7003413","MKT CNS",""
"0115","7003445","MKTG VILLE BMS",""
"0020","7003458","Singapore US Chg Oth",""
"0020","7003465","Japan Direct US Chg",""
"0020","7003501","VP Oncology",""
"0020","7003582","Product Mgmt-Erbit",""
"0062","7003660","Transform.Proj.2014",""
"0141","7003689","COM OPS Director",""
"0053","7003720","OM MR&Communication",""
"0034","7003772","MARKETING CNS",""
"0034","7003773","Marketing BUDs & Adm",""
"0115","7003807","Oncology Marketing",""
"0115","7003809","UPSA Marketing Inter",""
"0020","7003836","WWC Commercial Opera",""
"0020","7003838","Comm Excel/BMI Admin",""
"0020","7003841","GC Early Met Admin",""
"0020","7003842","GC Early CV Admin",""
"0020","7003857","WWC Access Strategy",""
"0020","7003859","Forecasting Admin",""
"0052","7004009","MARKETING FEES SWEDE",""
"0052","7004013","OME-Pharma Iceland",""
"0052","7004019","OME PHARMA SWEDEN",""
"0405","7004023","MARKETING FEES DENMA",""
"0405","7004025","OME PHARMA DENMARK",""
"0119","7004026","MARKETING FEES NORWA",""
"0119","7004028","Marketing",""
"0101","7004030","OME PHARMA FINLAND",""
"0068","7004055","Marketing PT",""
"0068","7004056","Market Access PT",""
"0034","7004063","Market Access H/O",""
"0115","7004064","MA-RRAP",""
"0124","7004066","Governmental Affair",""
"0126","7004096","PR Hungary",""
"0468","7004141","Other Marketing-Ot",""
"0526","7004148","Other Marketing-Ot",""
"0526","7004149","Other Marketing-Ot",""
"0020","7004166","GC Onglyza Admin",""
"0020","7004167","WWC Eliquis Admin",""
"0020","7004192","Exec Brand Commercia",""
"0115","7004222","ETUDES CMO",""
"0055","7004227","Marketing Pharmaceut",""
"0035","7004249","Pharm. Marketing All",""
"0035","7004272","Market Access",""
"0074","7004298","OME-OTH EXP. OTHER P",""
"0057","7004303","BUHeads&Operation dp",""
"0035","7004328","Spec BU Marketing",""
"0035","7004329","Oncology Marketing",""
"0020","7004336","Global Mtgs Mgmnt",""
"0020","7004354","Mature Brand Mktg",""
"0020","7004383","Cong Bkchrg(hold CC)",""
"0526","7004434","Other Marketing Anti",""
"0020","7004436","Other Marketing-In",""
"0020","7004478","OTHER MARKETING-HQ",""
"0020","7004485","GC Sprycel Admin",""
"0035","7004487","CV/MET/NS Marketing",""
"0020","7004508","Orencia Marketing",""
"0020","7004516","GC Forxiga Admin",""
"0020","7004523","Hepatitis Marketing",""
"0115","7004529","RRE VIRO-IMMUNO",""
"0020","7004537","Oncology CI Admin",""
"0526","7004540","EUM Des.Ar.LeadOnco",""
"0141","7004583","Mktg.Innovation",""
"0141","7004585","MKT Eliquis",""
"0115","7004710","EM PRICING & REIMBUR",""
"0511","7004788","Other Marketing",""
"0511","7004790","Mkt Viro",""
"0511","7004793","Marketing CV-Met",""
"0511","7004794","Marketing-OTC",""
"0511","7004796","Marketing Oncology",""
"0511","7004798","Market Access",""
"0511","7004799","MARKETING CHILE",""
"0122","7004812","Diretoria Strategy &",""
"0122","7004820","Marketing-Virologia",""
"0126","7004842","Market Research HUNG",""
"0044","7004849","Field Access Inhouse",""
"0115","7004878","Oth Mkg Afrique Noir",""
"0115","7004879","Oth Mkg FOT",""
"0115","7004880","MARKETING FOT IRBESA",""
"0115","7004881","OTHER MARKETING ALGE",""
"0115","7004882","Oth Mkg Tunisie",""
"0115","7004883","Oth Mkg Maroc",""
"0044","7004900","Compl.Doc.Center",""
"0044","7004901","MARKETING ORENCIA",""
"0141","7004914","Market Access Depart",""
"0062","7004937","CUST DEV MGR ORENCIA",""
"0034","7004960","EMEA CM",""
"0115","7004961","UK EXPATRIATION",""
"0068","7004989","Field Access Manag.",""
"0020","7004999","Business Projects &",""
"0020","7005000","Specialty Pharm & Tr",""
"0020","7005004","Pricing & Institutio",""
"0034","7005006","Oncology Product Man",""
"0240","7005010","EMEA CM GLOBAL MARKE",""
"0526","7005014","Other Marketing-Ab",""
"0511","7005028","MERCADOTEC ARGENTINA",""
"0511","7005029","MERCADOTEC BRAZIL",""
"0511","7005031","MARKETING CORP US",""
"0115","7005044","UPSA Experience clie",""
"0052","7005046","Market Access Scandi",""
"0526","7005054","Governmental Affires",""
"0098","7005063","European Markets Dis",""
"0059","7005066","Oth Mark Ipilimubab",""
"0059","7005067","Oth Mark BUD",""
"0115","7005088","EU Market Brand Coor",""
"0526","7005105","Other Mktng.-Mkt Acc",""
"0062","7005140","MKT SERV. ENTECAVIR",""
"0098","7005148","Ext Affairs Mgr",""
"0020","7005161","VEGFR/FGFR",""
"0052","7005163","Market Access Nordic",""
"0124","7005166","Marketing CZ",""
"0434","7005187","CMI MKTG",""
"0434","7005188","H2O MKTG",""
"0434","7005194","MKTG-1 DRUG INFORMAT",""
"0434","7005196","CORP STRATEGY PLAN",""
"0434","7005197","Product and Portfoli",""
"0068","7005206","BUD PT",""
"0526","7005209","BUD Onco/Viro/CNS",""
"0141","7005211","BUD IO",""
"0141","7005212","BUD Hematology",""
"0141","7005213","BUD Virology/Inmuno",""
"0141","7005214","BUD Eliquis",""
"0141","7005217","MKT Orencia",""
"0020","7005241","PG/RUS/MKTG/USCharge",""
"0126","7005243","Marketing Manager",""
"0054","7005244","Mkt Prod Mgr",""
"0526","7005262","IMS Data View",""
"0101","7005263","Digital Marketing Fi",""
"0101","7005288","PM / CMM Finland",""
"0119","7005289","CM Norway",""
"0405","7005290","Marketing Denmark",""
"0052","7005291","Marketing Sweden",""
"0115","7005305","MARKETING IMMUNOLOGY",""
"0141","7005307","Proy.BMS Studio",""
"0122","7005315","Marketing Imunologia",""
"0122","7005318","Dir Virologia",""
"0057","7005334","Product Management",""
"0020","7005341","MktingAZalliance",""
"0020","7005342","Ipi Marketing",""
"0115","7005346","WWC I-O France",""
"0020","7005367","WWC HCV Admin",""
"0057","7005369","Market Access",""
"0020","7005376","Belatacept Marketin",""
"0034","7005385","Pain/Immun Prod Mgrs",""
"0062","7005418","Market research",""
"0059","7005419","Market Research-CC",""
"0074","7005422","Market Research",""
"0124","7005425","Market research",""
"0020","7005438","Reimbursement Spec",""
"0122","7005448","Access",""
"0405","7005450","Business Operations",""
"0034","7005455","Market Research Acti",""
"0034","7005466","CV Product Manager",""
"0034","7005468","Virology Product Man",""
"0089","7005560","MKT-HCV",""
"0050","7005561","Market Access/Prod M",""
"0050","7005562","Other Marketing-Ac",""
"0050","7005563","Market Research",""
"0121","7005600","SA Other Marketing",""
"0089","7005650","MKT-OTC",""
"0089","7005651","MKT-Metabolics",""
"0089","7005652","MKT-Marker Research",""
"0089","7005653","MKT-HP",""
"0042","7005661","MARKETING",""
"0045","7005706","Other Marketing",""
"0045","7005822","PRODUCT MANAGEMENT E",""
"0045","7005823","Market access",""
"0042","7005828","Pharm Mktg Adm Haem",""
"0150","7006030","Operations Managemen",""
"0150","7006032","EU Markets HQ",""
"0074","7006034","Product Management",""
"0126","7006052","Exit M-Other mark.",""
"0098","7006054","Prod.Manager Austria",""
"0053","7006095","NCEM Commercial Oper",""
"0020","7006116","Apixaban Mktg (PF co",""
"0020","7006119","Product Mgmt-Ixemp",""
"0020","7006120","Product Mgmt-Spryc",""
"0034","7006129","NCEM Bus Effectvness",""
"0020","7006135","IM Alloc Mktng",""
"0526","7006136","Onglyza Other market",""
"0068","7006140","Bus.Effect.Plan.",""
"0020","7006142","Global Meetings Mgmt",""
"0083","7006146","Third Party Channel",""
"0083","7006147","New Products & Comme",""
"0083","7006148","External affair",""
"0083","7006149","CV & M MARKETING",""
"0083","7006150","Virology Marketing",""
"0671","7006152","OM-ONCOLOGY",""
"0083","7006153","Hematology&Immunolog",""
"0671","7006155","OM-HEPATITIS B",""
"0671","7006156","OM-HIV (HISTORY ON",""
"0671","7006157","OM-Cardiovasculars",""
"0671","7006164","MARKET RESEARCH",""
"0056","7006165","MARKETING ADMIN",""
"0080","7006166","Other Marketing",""
"0080","7006167","Prod Mktg-Pharma",""
"0042","7006168","Pharm Mktg Adm I-O",""
"0042","7006169","Pharm Mktg Prod Mgr",""
"0042","7006170","Pharm Mktg Prod Spec",""
"0042","7006171","Pharm Mktg Adm Speci",""
"0042","7006172","Pharm Mktg Effect",""
"0042","7006173","Pharm Mktg Ext Aff",""
"0042","7006174","Pharm Mktg Prod Haem",""
"0401","7006179","Mkt-Specialty",""
"0406","7006180","MARKETING MRP",""
"0401","7006181","Mkt-I/O",""
"0401","7006182","Mkt-Matket Access",""
"0406","7006184","Comm.Excellence&Acce",""
"0406","7006185","MKT-Commercial Ops",""
"0406","7006186","MKT ONCOLOGY",""
"0538","7006187","MRCEI-Oasis",""
"0670","7006188","MARKETING-VIROLOGY",""
"0670","7006190","Marketing-Specialty",""
"0053","7006191","CMM",""
"0671","7006213","OM-Metabolics",""
"0538","7006279","MRCEI",""
"0020","7006283","Brazil alliance mktg",""
"0020","7006284","Australia alliance m",""
"0020","7006285","Germany alliance mkt",""
"0020","7006286","Columbia alliance mk",""
"0020","7006287","Peru alliance mktg",""
"0020","7006289","Chile alliance mktg",""
"0020","7006290","Belguim alliance mkt",""
"0020","7006291","Puerto Rico alliance",""
"0020","7006292","Netherlands alliance",""
"0020","7006293","Italy alliance mktg",""
"0020","7006294","Taiwan alliance mktg",""
"0020","7006295","Korea alliance mktg",""
"0020","7006296","Turkey alliance mktg",""
"0020","7006297","Norway alliance mktg",""
"0020","7006298","Poland alliance mktg",""
"0020","7006299","Czech alliance mktg",""
"0020","7006301","Hong Kong alliance m",""
"0020","7006302","China alliance mktg",""
"0020","7006303","Hungary alliance mkt",""
"0020","7006305","Romania Marketing",""
"0020","7006323","FOT Alliance Marketi",""
"0074","7006326","CV/MET BU Germany",""
"0205","7006328","MCADEO ONCOLOGIA / M",""
"0205","7006329","MCADEO ONCOLOGIA / M",""
"0205","7006330","MCADEO ONCOLOGIA / M",""
"0205","7006332","MCADEO ONCOLOGIA / M",""
"0048","7006364","OTHER MRKTING/ACCESS",""
"0048","7006371","OTHER MRKTING/ACCESS",""
"0048","7006372","OTHER MRKTING/ACCESS",""
"0047","7006390","MERCADEO FARMA",""
"0047","7006392","MERCADEO FARMA",""
"0047","7006394","MERCADEO FARMA",""
"0047","7006395","MERCADEO FARMA ACCES",""
"0217","7006410","MARKETING-VIROLOGY",""
"0038","7006423","Marketing",""
"0038","7006424","Marketing",""
"0038","7006425","Marketing",""
"0038","7006426","Marketing",""
"0038","7006427","Marketing",""
"0038","7006428","Marketing",""
"0038","7006429","Marketing",""
"0038","7006430","Marketing",""
"0038","7006432","Marketing",""
"0038","7006434","D1 PPF-RF",""
"0038","7006439","BMS MEXICO MARKETING",""
"0062","7006455","Business Training",""
"0098","7006459","Market Research Aust",""
"0406","7006467","PD&SP",""
"0122","7006472","Marketing Eliquis",""
"0553","7006473","Zymo-Marketing",""
"0231","7006479","MKT ONCOLOGY",""
"5085","7006483","MEA HQ Global Medica",""
"5085","7006485","GULF Other Marketing",""
"5085","7006486","GULF Product Managem",""
"5085","7006487","OTHER MARKETING-LEVA",""
"0059","7006490","WWC Eliquis Admin NL",""
"0053","7006500","Apixaban CMM",""
"0401","7006505","Mkt-CV",""
"0401","7006506","Mkt-Virology",""
"0115","7006511","MA-P&D",""
"0538","7006521","Oncology Oth Mktg",""
"0538","7006522","Virology Oth Mktg",""
"0538","7006523","Critical Care Mktg",""
"0538","7006524","Key Account",""
"0538","7006525","CV & Met Oth Mktg",""
"0080","7006527","Prod Mktg-Onglyza",""
"5425","7006528","EGY Other Marketing",""
"0020","7006533","GC Early Immun Admin",""
"0412","7006535","BMS Israel Other Mar",""
"0054","7006542","CC-CO 0054-PC11961",""
"0020","7006546","Thailand alliance mk",""
"0131","7006552","EUM Commercial Ops",""
"0131","7006553","Marketing Germany",""
"0405","7006555","BUD/CMM/ASS CV/MET",""
"0052","7006558","Pipeline Sweden (SEK",""
"0034","7006562","EU HQ Mrkt Rsrch",""
"0080","7006567","Prod Mktg-Apixaban",""
"0020","7006569","Yervoy Reclass",""
"0550","7006570","Yervoy Reclass",""
"0020","7006584","ALLIANCE MKTG MID EA",""
"0549","7006585","Market Research Exp",""
"0057","7006586","Public affairs GR",""
"0047","7006587","MKT DISTRIBUTOR",""
"0526","7006589","Prod.ManagerDiabetes",""
"0550","7006591","Other Marketing",""
"0020","7006592","Business Development",""
"0089","7006593","GovernmentAffairs",""
"0038","7006598","Gerencia Yervoy",""
"0034","7006599","EU Distributor Mkts",""
"0089","7006604","MKT-CV",""
"0101","7006605","Field Market Access",""
"0101","7006606","Market Acces Proj FI",""
"0101","7006607","Market C@C Proj. FI",""
"0089","7006609","KA",""
"0059","7006610","Baraclude Mrkt",""
"0059","7006611","Oth Mark BEP",""
"0126","7006614","SF Administr.",""
"0062","7006618","WWC Access Italy",""
"0080","7006620","India Expat",""
"0020","7006626","Marketing SolutionUS",""
"0020","7006640","HepC Other Marketing",""
"0020","7006641","Pricing & Contractin",""
"0020","7006642","Reimbursement Hub",""
"0020","7006643","Copay Cards",""
"0020","7006644","Provider Execution &",""
"0020","7006645","Multi-Channel Hub",""
"0020","7006646","Multi-Channel Manage",""
"0020","7006647","Business Architectur",""
"0020","7006648","Digital Delivery",""
"0020","7006649","Decision Analytics",""
"0020","7006650","GC-Elotuzumab Admin",""
"0020","7006651","Amylin Global Com-20",""
"0020","7006669","Bus Operations",""
"0020","7006670","Bus Proj & Planning",""
"0020","7006671","Pricing&Reimbursemnt",""
"0020","7006672","Saudi alliance mkg",""
"0082","7006677","DM Other Marketing",""
"0048","7006678","OTHER MKT-CV MET",""
"0511","7006680","MERCADOTEC PERU",""
"0511","7006681","MERCADOTEC VENEZUELA",""
"0550","7006688","Product Mgmt-Anti-",""
"0020","7006689","Product Mgmt-Elotu",""
"0122","7006692","Market Access",""
"0044","7006694","RAR PMO PC10031",""
"0020","7006695","Pricing&Institut Ops",""
"0050","7006696","Market Access",""
"0020","7006698","Diabetes Mktg",""
"0020","7006699","CV MKTG H.O. CREDIT",""
"0020","7006700","CV MARKETING",""
"0101","7006713","CoE Finland",""
"0054","7006714","COMMERCIAL EU MKT",""
