UTF-8
WBS Element,Short Description,Parent ID,Parent Description,Company Code,Currency,Start Date,End Date,Available Budget,Total Budget
"WF0150-160041","Sponsorship PAG bulletin","1900000000000002640720","Other Marketing","0150","RUB","01/01/2016","12/31/2016",5374724.36,16460000.00
"WF0150-160042","Support RTs with PAGs & MoH","1900000000000002640720","Other Marketing","0150","RUB","01/01/2016","12/31/2016",5374724.36,16460000.00
"WF0150-160043","DA info campaign World cancer day","1900000000000002640720","Other Marketing","0150","RUB","01/01/2016","12/31/2016",5374724.36,16460000.00
"WF0150-160044","DA info campaign Melanoma day","1900000000000002640720","Other Marketing","0150","RUB","01/01/2016","12/31/2016",5374724.36,16460000.00
"W50549-160001","Regional SAM BConnected","1900000000000002747520","A&P","0549","RON","01/01/2016","12/31/2016",644762.13,917639.00
"W50549-160002","Agency activities","1900000000000002747520","A&P","0549","RON","01/01/2016","12/31/2016",644762.13,917639.00
"WF0150-160045","PAG summit","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"W50059-160026","DAKNL-Adverting Mediaplan","1900000000000002679820","A&P","0059","EUR","01/01/2016","12/31/2016",52166.64,344184.99
"WF0150-160046","Lung cancer info campaign","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"WF0150-160047","DA info campaign Non-smoking day","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"WF0150-160048","DA info campaign Lung cancer day","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"WF0150-160049","Russian Oncology Association support","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"WF0150-160050","Support European School of Oncology","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"W50020-160132","2016 Other Sales OPS","1900000000000002936820","A&P","0020","USD","01/01/2016","12/31/2016",224369.85,625000.00
"WF0150-160051","DA RT MoH","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"WF0150-160052","National Oncology Congress","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"W50034-160025","Multi-channel core campaign","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"WF0150-160053","Lunc cancer burden","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"WF0150-160054","Nivolumab HEOR","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"WF0150-160055","Advertising module","1900000000000002640520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8610000.00,12000000.00
"WR0034-160005","ATU/message recall","1900000000000002723920","Market Research","0034","GBP","01/01/2016","12/31/2016",20274.00,91000.00
"W50034-160028","HCP portal/website","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"W50034-160029","EULAR (UK costs and activities)","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"W50034-160030","ACR (logistics and registration)","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"W50034-160031","PR (ext comm, milestones, issue mgt)","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"W50034-160032","STEM","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"W50034-160033","Training (ITP,ICQ,materials,contractor)","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"WR0034-160006","Patient Tracker","1900000000000002723920","Market Research","0034","GBP","01/01/2016","12/31/2016",20274.00,91000.00
"W50034-160034","Rapidly progressing RA Expert Faculty","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"W50034-160035","REAL speaker meeting programme","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"W50034-160036","REAL speaker training (Barcelona)","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"WF0150-160057","competitive analysis data","1900000000000002639520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8417098.20,24590000.00
"W50034-160038","Fit For the Future meetings","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"WF0034-160028","Value proposition tool","1900000000000002725120","Other Marketing","0034","GBP","01/01/2016","12/31/2016",79658.55,162500.00
"WF0034-160029","Budget Impact Model","1900000000000002725120","Other Marketing","0034","GBP","01/01/2016","12/31/2016",79658.55,162500.00
"WF0034-160030","Value communication materials & activity","1900000000000002725120","Other Marketing","0034","GBP","01/01/2016","12/31/2016",79658.55,162500.00
"V20034-160001","MTA additional work","1900000000000002724720","Medical Affairs Other","0034","GBP","01/01/2016","12/31/2016",2120.22,13000.00
"WF0150-160058","consulting engagement services","1900000000000002639520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8417098.20,24590000.00
"WF0150-160059","Strategic Consilium project","1900000000000002639520","Other Marketing","0150","RUB","01/01/2016","12/31/2016",8417098.20,24590000.00
"WF0034-160031","Cross industry engagement (ABPI RI)","1900000000000002725120","Other Marketing","0034","GBP","01/01/2016","12/31/2016",79658.55,162500.00
"WF0034-160032","PAG support","1900000000000002725120","Other Marketing","0034","GBP","01/01/2016","12/31/2016",79658.55,162500.00
"W50034-160039","ClickJect and PFS trainer device","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"W50034-160040","Patient Support,OPTIMAL,website","1900000000000002723720","A&P","0034","GBP","01/01/2016","12/31/2016",292476.02,747500.00
"W50020-160138","2016 Access Reimbursement","1900000000000002934520","A&P","0020","USD","01/01/2016","12/31/2016",142296.80,1205000.00
"W50020-160139","2016 Media, Benchmark, onPoint","1900000000000002936620","A&P","0020","USD","01/01/2016","12/31/2016",1447397.98,2850000.00
"W50020-160140","2016 ARM QBR","1900000000000002936620","A&P","0020","USD","01/01/2016","12/31/2016",1447397.98,2850000.00
"W50020-160141","2016 Creative Agency Support","1900000000000002936620","A&P","0020","USD","01/01/2016","12/31/2016",1447397.98,2850000.00
"W50020-160142","2016 Print/Production Support","1900000000000002936620","A&P","0020","USD","01/01/2016","12/31/2016",1447397.98,2850000.00
"W50020-160143","Makovsky","1900000000000002876320","A&P","0020","USD","01/01/2016","12/31/2016",1122894.25,2795000.00
"W50020-160145","2016 USMA Managed Care","1900000000000002936720","A&P","0020","USD","01/01/2016","12/31/2016",371835.30,3839000.00
"W50020-160146","2016 USMA Gov't Affairs","1900000000000002934720","A&P","0020","USD","01/01/2016","12/31/2016",162837.33,191000.00
"W50020-160147","2016 MA HUB RS PA Eliquis","1900000000000002794820","A&P","0020","USD","01/01/2016","12/31/2016",581200.49,12700000.00
"W50020-160148","Eliquis Agency Activities","1900000000000002791820","A&P","0020","USD","01/01/2016","12/31/2016",1030176.56,2000000.00
"W50020-160149","Eliquis Print/Production Activities","1900000000000002791820","A&P","0020","USD","01/01/2016","12/31/2016",1030176.56,2000000.00
"W50020-160150","Patient Alliance","1900000000000002876320","A&P","0020","USD","01/01/2016","12/31/2016",1122894.25,2795000.00
"W50020-160151","ADVI","1900000000000002876320","A&P","0020","USD","01/01/2016","12/31/2016",1122894.25,2795000.00
"W50035-160020","ACC Rockies Sponsorship - March 2016","1900000000000002753920","A&P","0035","CAD","01/01/2016","12/31/2016",1393195.35,2361410.73
"WR0434-160009","IMS General Data 2016","1900000000000002781120","Market Research Studies","0434","JPY","01/01/2016","12/31/2016",1117640.00,2064000.00
"WF0062-160076","Eliquis SF Napoli Apr16 Multi-Imaging","1900000000000002789520","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1308925.43,2366972.79
"WF0062-160077","Yervoy Workshop IMI Bari Mar16","1900000000000002801720","Other Marketing","0062","EUR","01/01/2016","12/31/2016",478576.66,753000.00
"WF0062-160078","Opdivo Bari Feb16 51°Conv.Multidisciplin","1900000000000002792920","Other Marketing","0062","EUR","01/01/2016","12/31/2016",1579190.22,2960530.10
"W50119-160025","Nurse projects","1900000000000002673420","A&P","0119","NOK","01/01/2016","12/31/2016",613789.72,1200973.00
"W50119-160019","Creative agency and print material","1900000000000002673420","A&P","0119","NOK","01/01/2016","12/31/2016",613789.72,1200973.00
"W50119-160026","HCP fee","1900000000000002673420","A&P","0119","NOK","01/01/2016","12/31/2016",613789.72,1200973.00
"W50119-160024","Sales force initiated Ingvild Sommerfelt","1900000000000002673420","A&P","0119","NOK","01/01/2016","12/31/2016",613789.72,1200973.00
"W50119-160022","Bannerannonser","1900000000000002673420","A&P","0119","NOK","01/01/2016","12/31/2016",613789.72,1200973.00
"W50119-160021","Annonser i print","1900000000000002673420","A&P","0119","NOK","01/01/2016","12/31/2016",613789.72,1200973.00
"W50119-160020","Reprints","1900000000000002673420","A&P","0119","NOK","01/01/2016","12/31/2016",613789.72,1200973.00
"W50119-160027","Sponsoraktiviteter","1900000000000002673420","A&P","0119","NOK","01/01/2016","12/31/2016",613789.72,1200973.00
"V40126-160001","Nivolumab Medical communications","1900000000000002628820","Medical Publications & Other Medical Aff","0126","HUF","01/01/2016","12/31/2016",35124003.00,49901000.00
"W50053-160013","OPDIVO (M) A&P Media & Advertising","1900000000000002692720","A&P","0053","EUR","01/01/2016","12/31/2016",67852.64,218117.80
"W50053-160015","OPDIVO (M) A&P Promo Mat 2016","1900000000000002692720","A&P","0053","EUR","01/01/2016","12/31/2016",67852.64,218117.80
"W50053-160016","OPDIVO (M) A&P SF Activities 2016","1900000000000002692720","A&P","0053","EUR","01/01/2016","12/31/2016",67852.64,218117.80
"W50053-160017","OPDIVO (M) A&P Congress&Sympo 2016","1900000000000002692720","A&P","0053","EUR","01/01/2016","12/31/2016",67852.64,218117.80
"W50054-160001","Multi-channel core campaign","1900000000000002725220","A&P","0054","EUR","01/01/2016","12/31/2016",97452.90,139500.00
"W50054-160003","Regional Speaker Budget","1900000000000002725220","A&P","0054","EUR","01/01/2016","12/31/2016",97452.90,139500.00
"W50054-160004","Regional AV and Promo Stand Budget","1900000000000002725220","A&P","0054","EUR","01/01/2016","12/31/2016",97452.90,139500.00
"W50054-160005","Training (ITP,ICQ,materials,contractor)","1900000000000002725220","A&P","0054","EUR","01/01/2016","12/31/2016",97452.90,139500.00
"W50054-160006","REAL speaker meeting programme","1900000000000002725220","A&P","0054","EUR","01/01/2016","12/31/2016",97452.90,139500.00
"W50054-160007","REAL speaker training (Barcelona)","1900000000000002725220","A&P","0054","EUR","01/01/2016","12/31/2016",97452.90,139500.00
"WF0054-160001","Value Proposition Tool","1900000000000002724820","Other Marketing","0054","EUR","01/01/2016","12/31/2016",34534.00,45000.00
"WF0054-160003","BIM","1900000000000002724820","Other Marketing","0054","EUR","01/01/2016","12/31/2016",34534.00,45000.00
"W50054-160008","Patient Support,OPTIMAL,website","1900000000000002725220","A&P","0054","EUR","01/01/2016","12/31/2016",97452.90,139500.00
"W50054-160009","ClickJect and PFS trainer device","1900000000000002725220","A&P","0054","EUR","01/01/2016","12/31/2016",97452.90,139500.00
"W50053-160018","YERVOY A&P Sponsorship 2016","1900000000000002694120","A&P","0053","EUR","01/01/2016","12/31/2016",71700.00,84526.73
"WF0034-160033","Patient organisation engagement","1900000000000002725120","Other Marketing","0034","GBP","01/01/2016","12/31/2016",79658.55,162500.00
"W50053-160020","YERVOY A&P Congress&Sympo 2016","1900000000000002694120","A&P","0053","EUR","01/01/2016","12/31/2016",71700.00,84526.73
"WF0053-160005","YERVOY OM Non-Promo Support","1900000000000002694420","Other Marketing","0053","EUR","01/01/2016","12/31/2016",10000.00,10000.00
"W50053-160021","OPDIVO (L) A&P Media&Advert 2016","1900000000000002657820","A&P","0053","EUR","01/01/2016","12/31/2016",240150.93,381105.13
"W50053-160022","OPDIVO (L) A&P Promo Mat 2016","1900000000000002657820","A&P","0053","EUR","01/01/2016","12/31/2016",240150.93,381105.13
"V20034-160002","Research discriminations","1900000000000002786120","Other Medical Affairs","0034","GBP","01/01/2016","12/31/2016",7950.01,30000.01
"V20034-160003","Evidence value pack","1900000000000002786120","Other Medical Affairs","0034","GBP","01/01/2016","12/31/2016",7950.01,30000.01
"W50053-160023","OPDIVO (L) A&P SF Activities 2016","1900000000000002657820","A&P","0053","EUR","01/01/2016","12/31/2016",240150.93,381105.13
"W50053-160024","OPDIVO (L) A&P Sponsorship 2016","1900000000000002657820","A&P","0053","EUR","01/01/2016","12/31/2016",240150.93,381105.13
"WF0034-160034","I-O Funds (to be released post-access)","1900000000000002726520","Other Marketing","0034","GBP","01/01/2016","12/31/2016",465118.51,1756160.00
"WF0053-160006","OPDIVO (L) OM Non-Promo Support 2016","1900000000000002659120","Other Marketing","0053","EUR","01/01/2016","12/31/2016",58381.60,63851.50
"V40044-160020","Pipeline Activities","1900000000000002723420","Medical Publications & Other Medical Aff","0044","EUR","01/01/2016","12/31/2016",138262.75,294000.00
"W50020-160152","Payer Agencies","1900000000000002871920","A&P","0020","USD","01/01/2016","12/31/2016",783000.00,783000.00
"W50020-160153","Competitive Intelligence","1900000000000002871920","A&P","0020","USD","01/01/2016","12/31/2016",783000.00,783000.00
"W50020-160154","Sponsorships","1900000000000002871920","A&P","0020","USD","01/01/2016","12/31/2016",783000.00,783000.00
"W50020-160156","Advocacy Meetings","1900000000000002876320","A&P","0020","USD","01/01/2016","12/31/2016",1122894.25,2795000.00
"W50020-160155","ASCO Forum","1900000000000002876320","A&P","0020","USD","01/01/2016","12/31/2016",1122894.25,2795000.00
"W50020-160157","Coast 2 Coast","1900000000000002876320","A&P","0020","USD","01/01/2016","12/31/2016",1122894.25,2795000.00
"V40581-160011","VTE Parcours de soin","1900000000000002930020","Medical Publications","0581","EUR","01/01/2016","12/31/2016",99572.25,133000.00
"V40581-160012","WS Leader BMS","1900000000000002930020","Medical Publications","0581","EUR","01/01/2016","12/31/2016",99572.25,133000.00
"V40581-160013","Partenariat Local","1900000000000002930020","Medical Publications","0581","EUR","01/01/2016","12/31/2016",99572.25,133000.00
"W50020-160158","MediaVest Natl TV","1900000000000002745220","A&P","0020","USD","01/01/2016","12/31/2016",660902.62,34863319.50
"W50020-160159","Patient Materials","1900000000000002876320","A&P","0020","USD","01/01/2016","12/31/2016",1122894.25,2795000.00
"W50020-160160","BMS Studio","1900000000000002876320","A&P","0020","USD","01/01/2016","12/31/2016",1122894.25,2795000.00
"W50020-160161","Sprycel Patient Digital Media","1900000000000002870020","A&P","0020","USD","01/01/2016","12/31/2016",10732.55,2127246.00
"W50020-160162","CSC Registries","1900000000000002876320","A&P","0020","USD","01/01/2016","12/31/2016",1122894.25,2795000.00
"W50020-160163","Sprycel HCP Digital Media","1900000000000002867720","A&P","0020","USD","01/01/2016","12/31/2016",38000.12,1701071.00
"W50020-160164","Empliciti HCP Digital Media","1900000000000002865820","A&P","0020","USD","01/01/2016","12/31/2016",1969062.77,9110246.00
"W50020-160165","Empliciti HCP Print Media","1900000000000002865820","A&P","0020","USD","01/01/2016","12/31/2016",1969062.77,9110246.00
"W50020-160166","Empliciti Patient Digital Media","1900000000000002864820","A&P","0020","USD","01/01/2016","12/31/2016",102589.65,2565000.00
